customer_id,age,gender,marital_status,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_history_years,num_existing_loans,num_credit_cards,avg_monthly_balance,late_payments_last_12m,debt_to_income_ratio,default
CUST100741,33,Female,Married,High School,Self-Employed,673958,225827,36,16.03,19.2,2,3,120308,2,0.16,0
CUST100742,38,Female,Single,Graduate,Salaried,994820,222918,48,18.79,8.6,5,3,82516,3,0.12,1
CUST100743,28,Female,Married,High School,Salaried,1327955,318451,48,16.68,3.9,4,5,64666,2,0.76,1
CUST100744,54,Male,Married,Diploma,Salaried,888447,362424,36,23.53,12.5,2,1,195346,0,0.78,1
CUST100745,53,Female,Married,Post-Graduate,Self-Employed,1366735,433083,60,19.72,13.7,3,3,118294,4,0.76,1
CUST100746,52,Male,Married,High School,Unemployed,314152,760045,48,11.79,2.5,4,4,10866,4,0.73,1
CUST100747,36,Female,Married,High School,Salaried,723623,127669,36,10.13,15.7,4,5,3889,5,0.36,1
CUST100748,37,Male,Single,High School,Self-Employed,932744,752318,12,19.17,0.4,1,1,118194,2,0.23,1
CUST100749,35,Male,Married,Post-Graduate,Unemployed,1142660,178998,60,10.96,9.7,2,1,124714,3,0.84,1
CUST100750,64,Female,Single,Graduate,Unemployed,1235561,647503,24,20.71,6.6,4,3,179298,0,0.31,1
CUST100751,58,Male,Single,Diploma,Self-Employed,1095112,642995,36,13.32,14.8,3,2,31335,1,0.39,1
CUST100752,66,Male,Married,Graduate,Self-Employed,603178,426396,36,13.57,6.3,1,0,50547,7,0.64,1
CUST100753,31,Female,Divorced,Graduate,Salaried,1339925,637125,60,8.67,16.5,4,2,157234,7,0.3,1
CUST100754,32,Male,Single,Diploma,Self-Employed,675839,265847,48,19.37,11.9,2,2,155759,7,0.75,1
CUST100755,48,Female,Married,Graduate,Salaried,734101,247544,48,10.26,15.9,1,1,98756,4,0.11,1
CUST100756,18,Female,Married,Graduate,Self-Employed,569813,287614,48,20.48,19.8,2,1,10995,7,0.72,1
CUST100757,20,Female,Single,Graduate,Salaried,1178213,247467,24,16.12,13.6,2,5,187560,2,0.56,1
CUST100758,33,Male,Married,High School,Self-Employed,1073197,166025,60,20.66,19.7,2,5,2631,5,0.54,1
CUST100759,40,Male,Married,Post-Graduate,Self-Employed,1047328,779940,60,17.55,0.6,1,1,166026,3,0.44,1
CUST100760,28,Male,Married,Graduate,Salaried,671238,532177,48,9.78,6.8,4,4,137039,3,0.29,1
CUST100761,29,Female,Single,Diploma,Self-Employed,536704,635781,48,20.37,2.2,5,4,88294,6,0.44,1
CUST100762,27,Male,Single,Diploma,Salaried,120215,237995,12,9.58,5.2,0,0,87278,7,0.43,1
CUST100763,49,Female,Married,High School,Self-Employed,487747,732550,12,15.92,16.8,4,1,64471,0,0.55,1
CUST100764,33,Female,Married,High School,Salaried,917955,313313,36,11.17,0.6,1,3,37116,4,0.29,1
CUST100765,25,Male,Single,Graduate,Salaried,975121,589929,36,20.16,10.4,0,5,92116,0,0.12,0
CUST100766,55,Female,Married,High School,Unemployed,1192410,174062,60,22.63,11.3,0,1,165299,7,0.17,1
CUST100767,29,Male,Single,Diploma,Salaried,1465194,573949,60,17.09,11.2,0,4,133014,5,0.64,1
CUST100768,41,Male,Married,Graduate,Self-Employed,1137375,688779,24,16.67,9.5,5,1,47664,1,0.07,1
CUST100769,45,Male,Single,High School,Salaried,392544,647907,24,20.34,15.8,3,4,159141,7,0.78,1
CUST100770,25,Male,Divorced,Post-Graduate,Salaried,654633,358246,12,8.58,2.7,1,1,87342,1,0.64,1
CUST100771,45,Male,Single,High School,Salaried,1202472,577373,36,22.73,6.2,5,3,14407,1,0.7,1
CUST100772,53,Female,Single,Diploma,Salaried,934661,117064,12,11.56,12.3,5,0,113926,3,0.76,1
CUST100773,43,Female,Single,Diploma,Salaried,630269,726014,12,23.75,13.8,3,3,59201,4,0.15,1
CUST100774,25,Female,Single,High School,Salaried,1436303,419346,36,19.91,8.1,0,4,80093,7,0.75,1
CUST100775,67,Male,Married,High School,Salaried,1042401,650011,24,20.5,17.5,3,5,185420,0,0.48,0
CUST100776,45,Male,Divorced,Graduate,Salaried,633622,153114,36,18.67,8.3,3,5,17878,0,0.8,1
CUST100777,45,Male,Single,Post-Graduate,Unemployed,1240113,511638,48,15.81,8.1,5,2,83100,5,0.8,1
CUST100778,54,Female,Married,High School,Unemployed,517783,577765,48,17.36,0.7,1,3,78629,1,0.07,0
CUST100779,58,Male,Married,Graduate,Salaried,773936,658449,48,9.22,11,2,1,186492,4,0.38,1
CUST100780,53,Female,Married,Graduate,Self-Employed,1019084,704076,60,18.17,14.2,3,0,43168,4,0.5,1
CUST100781,44,Female,Married,Graduate,Salaried,590455,360281,24,18.2,2.3,3,1,54862,5,0.63,1
CUST100782,34,Male,Single,Diploma,Self-Employed,788689,159133,24,22.31,6.1,0,1,28004,2,0.29,0
CUST100783,26,Male,Married,Diploma,Self-Employed,352117,683969,60,16.34,15.6,0,3,20471,4,0.26,1
CUST100784,50,Female,Married,Diploma,Unemployed,1381862,317515,12,9.7,7.3,5,0,91820,4,0.37,1
CUST100785,37,Male,Single,Graduate,Salaried,681340,785710,48,13.25,4.8,0,2,191239,0,0.48,0
CUST100786,30,Female,Married,Graduate,Self-Employed,570985,365165,48,18.66,13.4,4,1,102229,5,0.86,1
CUST100787,45,Male,Single,High School,Salaried,166032,434021,12,12.21,3.9,3,0,65308,7,0.7,1
CUST100788,65,Male,Married,Diploma,Unemployed,624910,290001,36,12.85,17.9,0,2,83969,4,0.41,1
CUST100789,46,Female,Single,Post-Graduate,Salaried,1126225,686980,36,21.22,2.1,1,1,14568,4,0.1,1
CUST100790,30,Male,Married,Graduate,Self-Employed,1464406,552465,24,17.56,14.1,4,0,9466,0,0.19,1
CUST100791,63,Female,Married,Post-Graduate,Self-Employed,983413,443327,60,16.38,10,5,3,57324,7,0.44,1
CUST100792,52,Male,Married,Graduate,Self-Employed,743090,271842,24,13.44,17.4,2,5,102208,7,0.74,1
CUST100793,23,Female,Single,Diploma,Salaried,1040313,370722,36,19.83,2.5,3,5,146539,4,0.37,1
CUST100794,35,Female,Married,Graduate,Unemployed,1402913,634229,12,12.96,13.6,3,1,75955,0,0.51,1
CUST100795,68,Male,Married,Graduate,Salaried,1341433,556114,24,19.92,11.4,1,1,184020,2,0.81,1
CUST100796,22,Female,Married,High School,Self-Employed,549763,689250,48,9.59,9.6,2,0,147748,3,0.83,1
CUST100797,64,Male,Married,Graduate,Salaried,424962,364572,48,21.9,9.8,2,5,94791,6,0.23,1
CUST100798,42,Male,Married,Graduate,Salaried,461609,530283,12,16.24,14.4,5,1,162586,0,0.09,1
CUST100799,19,Male,Married,High School,Salaried,870887,670332,36,15.3,18.8,5,2,108718,0,0.31,1
CUST100800,27,Female,Single,Graduate,Salaried,757509,733391,48,17.97,1.8,4,1,22650,4,0.64,1
CUST100801,47,Female,Married,Graduate,Salaried,419477,532656,48,18.17,0.4,3,5,88290,0,0.86,1
CUST100802,67,Male,Married,Post-Graduate,Salaried,1295033,525350,60,10.55,16.1,0,4,77701,5,0.12,1
CUST100803,62,Male,Single,High School,Salaried,1447296,357164,24,20.22,2.2,5,5,10683,1,0.07,1
CUST100804,22,Female,Single,Diploma,Self-Employed,1288451,549783,36,12.78,19.7,1,2,190891,1,0.8,0
CUST100805,50,Male,Single,Graduate,Self-Employed,1000432,48481,24,22.53,12.4,1,0,80978,2,0.69,1
CUST100806,18,Male,Married,Diploma,Salaried,586995,686627,36,21.18,13,1,2,4860,7,0.89,1
CUST100807,35,Female,Married,Graduate,Salaried,675889,781062,48,13.87,4,5,4,134801,0,0.39,1
CUST100808,49,Male,Married,Graduate,Salaried,974378,157815,60,21.02,4.8,5,4,31351,7,0.4,1
CUST100809,64,Female,Married,High School,Salaried,1482836,647763,24,14.02,13.2,1,1,62744,5,0.2,1
CUST100810,66,Male,Married,Graduate,Self-Employed,748474,724133,48,10.06,18.2,5,1,155418,4,0.15,1
CUST100811,28,Female,Single,Graduate,Self-Employed,969326,339186,36,23.41,19.6,0,5,120198,4,0.54,1
CUST100812,38,Male,Single,Diploma,Salaried,809995,69476,24,18.62,4,0,3,74155,6,0.36,1
CUST100813,43,Male,Married,Post-Graduate,Salaried,1397623,767465,24,15.57,2.7,4,2,121449,3,0.12,1
CUST100814,42,Female,Single,Graduate,Salaried,212850,310696,48,14.67,1.1,3,5,76700,2,0.8,1
CUST100815,39,Male,Single,Graduate,Self-Employed,1016197,740602,24,13.53,17.4,0,3,6955,5,0.22,1
CUST100816,44,Female,Married,Graduate,Unemployed,1362522,458988,60,23.71,5.9,4,5,196714,7,0.69,1
CUST100817,66,Male,Married,Diploma,Salaried,590949,704308,60,10.59,0,2,4,175365,5,0.29,1
CUST100818,30,Female,Divorced,Post-Graduate,Salaried,935943,227383,48,13.38,4.5,3,1,192408,6,0.74,1
CUST100819,50,Female,Divorced,Graduate,Self-Employed,987392,89093,36,16.03,6.8,0,1,21662,6,0.15,1
CUST100820,51,Female,Married,Graduate,Unemployed,1086325,613411,48,15.91,19.8,2,5,6408,4,0.69,1
CUST100821,58,Female,Married,Post-Graduate,Salaried,1417776,36535,60,15.81,10.5,4,1,171475,7,0.13,1
CUST100822,52,Male,Married,Diploma,Salaried,845527,348634,12,11.22,4.1,0,0,1225,3,0.43,0
CUST100823,18,Male,Married,Graduate,Salaried,1475182,590850,12,10.75,6.7,0,5,143268,4,0.67,1
CUST100824,38,Female,Single,High School,Salaried,603410,401186,24,12.45,6.6,5,4,146444,3,0.2,1
CUST100825,65,Female,Married,Diploma,Salaried,1373179,276323,24,22.68,0.4,2,5,17279,1,0.29,1
CUST100826,23,Female,Married,Diploma,Salaried,854172,278916,12,10.25,2.7,0,5,110401,5,0.79,1
CUST100827,45,Male,Single,Post-Graduate,Salaried,229779,733895,60,20.24,13.9,1,1,185312,6,0.8,1
CUST100828,34,Male,Married,Post-Graduate,Salaried,1187133,250063,24,20.24,2.4,5,4,92404,1,0.09,1
CUST100829,22,Male,Married,Graduate,Self-Employed,1327708,61269,48,21.05,4.6,5,5,169259,7,0.19,1
CUST100830,48,Male,Single,Graduate,Salaried,572082,100674,48,22.24,7,0,1,48481,4,0.15,1
CUST100831,22,Female,Single,Graduate,Salaried,454248,305291,60,12.58,15.2,5,2,159547,2,0.2,1
CUST100832,55,Female,Single,Post-Graduate,Salaried,781440,458744,24,11.98,11.6,3,4,44552,0,0.87,1
CUST100833,20,Female,Single,Diploma,Salaried,1313502,621383,48,15.72,13.8,2,3,199041,2,0.52,1
CUST100834,40,Male,Single,Diploma,Unemployed,843055,788460,24,12.61,11.3,3,0,137930,2,0.45,1
CUST100835,54,Male,Married,High School,Salaried,1352630,744291,24,19.88,13.7,4,3,74474,0,0.89,1
CUST100836,54,Male,Single,Graduate,Salaried,685369,110925,48,18.36,0.1,3,4,25168,5,0.52,1
CUST100837,27,Female,Married,Graduate,Self-Employed,1041872,610669,12,22.06,18.6,1,5,32099,1,0.61,1
CUST100838,27,Female,Single,Diploma,Salaried,874981,643756,48,9.78,2.2,5,1,61455,1,0.33,1
CUST100839,36,Male,Divorced,High School,Unemployed,501325,262330,60,22.68,8.1,5,4,54240,5,0.37,1
CUST100840,34,Female,Single,Graduate,Salaried,933526,33731,36,13.05,15.4,1,0,74796,0,0.56,0
CUST100841,38,Male,Married,High School,Salaried,1083544,406791,48,16.11,8.7,5,4,54592,3,0.11,1
CUST100842,31,Male,Married,Graduate,Salaried,448910,511874,24,15.3,18.9,3,1,122181,2,0.27,1
CUST100843,26,Female,Married,Post-Graduate,Salaried,1323639,595312,24,20.28,9.4,4,3,178530,4,0.22,1
CUST100844,63,Male,Single,Diploma,Self-Employed,803970,661000,48,15.02,17.5,0,2,101611,1,0.06,0
CUST100845,18,Female,Married,High School,Self-Employed,725751,121121,36,23.13,16.2,1,3,58046,5,0.51,1
CUST100846,68,Male,Married,Graduate,Salaried,1455186,285976,48,22.49,19.6,3,1,16488,4,0.53,1
CUST100847,62,Female,Married,Graduate,Salaried,593656,576620,36,22.02,18.5,3,1,189913,6,0.38,1
CUST100848,30,Female,Single,Graduate,Self-Employed,1078379,32467,36,9.6,18,3,0,118521,0,0.28,0
CUST100849,21,Female,Single,Post-Graduate,Unemployed,1194657,61025,60,21.74,14.6,0,4,131467,4,0.6,1
CUST100850,18,Male,Married,High School,Salaried,1192930,164179,24,20.62,7.3,2,4,183741,7,0.16,1
CUST100851,66,Male,Married,Graduate,Salaried,737585,97994,24,10.1,2.1,5,3,141917,4,0.49,1
CUST100852,57,Female,Married,Graduate,Salaried,924732,114202,36,10.16,13.8,5,2,167131,7,0.7,1
CUST100853,49,Female,Married,Post-Graduate,Self-Employed,1232960,587769,24,10.07,19.6,4,2,18394,2,0.19,1
CUST100854,51,Male,Married,High School,Salaried,967324,415797,12,8.68,14.5,2,0,93993,0,0.69,1
CUST100855,45,Male,Single,Graduate,Salaried,155525,619406,36,17,18.6,5,1,176978,4,0.7,1
CUST100856,48,Male,Married,Graduate,Self-Employed,1064036,406154,24,23.59,16.1,4,0,59332,1,0.1,1
CUST100857,25,Female,Single,Diploma,Salaried,126464,464854,12,15.3,3.3,4,4,168377,0,0.07,0
CUST100858,56,Male,Married,High School,Salaried,495572,668002,60,16.88,5,3,5,42628,1,0.88,1
CUST100859,43,Male,Married,Post-Graduate,Salaried,1281140,768987,24,23.5,6.8,1,5,21352,5,0.21,1
CUST100860,51,Female,Divorced,High School,Salaried,676922,180185,12,12.46,3.4,3,5,82971,5,0.75,1
CUST100861,20,Male,Single,Diploma,Salaried,314215,104363,48,21.81,11.6,0,1,51993,6,0.53,1
CUST100862,67,Male,Single,Diploma,Salaried,385039,345188,48,16.97,19.5,5,0,170458,3,0.27,1
CUST100863,29,Male,Single,Post-Graduate,Salaried,1087241,231027,12,17.33,15.2,4,3,103027,5,0.16,1
CUST100864,18,Female,Single,Graduate,Salaried,224127,293958,36,13.82,8.5,1,4,187696,4,0.47,1
CUST100865,61,Female,Single,Graduate,Self-Employed,216426,381484,36,17.2,0.1,5,5,188137,0,0.4,1
CUST100866,22,Female,Divorced,Diploma,Self-Employed,1069520,292168,24,9.63,6.3,4,2,120212,5,0.64,1
CUST100867,47,Female,Single,Graduate,Salaried,1360952,738648,48,20.35,10.5,4,0,8539,1,0.82,1
CUST100868,47,Female,Single,Graduate,Salaried,1180538,602124,36,12.91,6.5,3,4,132335,4,0.73,1
CUST100869,34,Female,Married,Graduate,Salaried,153302,289579,36,22.26,2.2,1,4,144377,5,0.28,1
CUST100870,65,Female,Married,Post-Graduate,Salaried,124011,275095,48,14.2,8.9,1,2,53817,7,0.8,1
CUST100871,64,Male,Married,High School,Salaried,139782,501632,60,10.71,5.1,5,2,155470,7,0.76,1
CUST100872,40,Male,Single,Graduate,Self-Employed,1367339,281176,36,19.29,18.2,4,2,49107,2,0.84,1
CUST100873,32,Female,Married,High School,Salaried,552941,403015,12,11.05,2,1,5,163224,1,0.44,1
CUST100874,54,Male,Single,Graduate,Salaried,1212035,269717,24,20.18,1,1,5,161696,6,0.7,1
CUST100875,38,Male,Single,Diploma,Salaried,731533,678767,36,23.51,0.1,5,0,129240,6,0.55,1
CUST100876,31,Female,Divorced,Diploma,Self-Employed,642829,52940,36,20.58,6.6,3,2,99655,6,0.31,1
CUST100877,19,Male,Single,Diploma,Salaried,723151,549954,60,8.85,13.2,2,3,56132,1,0.9,1
CUST100878,28,Male,Married,Graduate,Self-Employed,1029638,319266,12,17.8,14.6,0,4,125701,6,0.08,1
CUST100879,68,Male,Married,Diploma,Salaried,1201345,176164,24,19.28,9.1,2,2,105494,3,0.19,1
CUST100880,56,Male,Single,Graduate,Self-Employed,489673,226717,36,21.29,13.7,1,4,52979,2,0.81,1
CUST100881,55,Male,Married,Diploma,Self-Employed,1193276,383334,24,9.37,7.2,4,1,58013,3,0.1,1
CUST100882,51,Female,Single,High School,Salaried,1113931,382612,48,15.94,13.4,0,1,63797,7,0.8,1
CUST100883,55,Female,Married,Graduate,Salaried,351237,46505,36,16.8,0.8,0,2,51798,5,0.66,1
CUST100884,67,Female,Divorced,Diploma,Salaried,1028063,581001,36,11.12,7.8,4,4,147722,2,0.08,1
CUST100885,51,Male,Married,Diploma,Salaried,426024,467603,48,13.5,15.8,0,1,157086,1,0.41,0
CUST100886,35,Female,Divorced,Graduate,Self-Employed,234003,224354,60,15.32,16.1,4,2,76421,3,0.69,1
CUST100887,47,Male,Single,Diploma,Self-Employed,1307968,621799,36,21.41,14.3,0,4,7434,4,0.55,1
CUST100888,32,Male,Married,High School,Self-Employed,169589,232204,24,22.91,4.1,5,2,30028,2,0.85,1
CUST100889,44,Male,Single,Diploma,Self-Employed,370606,270694,12,18.24,4.9,5,5,66558,1,0.79,1
CUST100890,68,Male,Married,Post-Graduate,Salaried,851636,269836,24,14.62,19.9,2,4,24331,0,0.33,0
CUST100891,51,Female,Divorced,Graduate,Salaried,680185,778849,60,12.44,2.1,0,1,67573,2,0.12,0
CUST100892,69,Female,Single,Graduate,Self-Employed,309637,548168,12,23.72,3.6,3,2,129473,2,0.85,1
CUST100893,55,Male,Married,Graduate,Salaried,806290,456670,24,23.74,2.6,4,1,177398,5,0.49,1
CUST100894,50,Female,Single,High School,Self-Employed,1382469,587827,24,22.84,6.6,0,2,82979,4,0.11,1
CUST100895,41,Male,Married,Diploma,Salaried,1239510,260056,48,20.68,4.2,5,0,4123,5,0.74,1
CUST100896,32,Female,Married,Graduate,Salaried,700118,239057,60,13.55,10,5,1,16603,6,0.79,1
CUST100897,47,Female,Divorced,High School,Unemployed,387673,559087,48,21.16,9.5,4,1,65941,2,0.59,1
CUST100898,59,Male,Married,Diploma,Salaried,476742,527800,12,14.84,18,3,3,42597,7,0.43,1
CUST100899,68,Female,Single,Diploma,Unemployed,877582,124843,48,13.56,0.7,0,5,194310,2,0.61,1
CUST100900,34,Male,Single,Diploma,Unemployed,202987,463942,60,20.05,6.4,0,1,84238,6,0.65,1
CUST100901,22,Female,Single,Post-Graduate,Self-Employed,1306585,68784,36,9.73,11.9,3,4,173791,4,0.81,1
CUST100902,46,Male,Single,High School,Self-Employed,684174,133034,36,9.25,12.1,3,2,41751,4,0.86,1
CUST100903,21,Male,Single,Graduate,Salaried,669567,454044,12,15.44,9.6,3,0,126462,7,0.49,1
CUST100904,27,Female,Married,High School,Self-Employed,551322,744886,36,15.41,16.3,5,4,86978,7,0.73,1
CUST100905,34,Female,Married,Post-Graduate,Salaried,230776,74362,48,22.38,1.3,4,4,17693,3,0.87,1
CUST100906,27,Male,Married,High School,Salaried,488444,73997,12,10.46,16.3,3,4,168769,1,0.18,1
CUST100907,34,Female,Single,Diploma,Self-Employed,1282369,201413,60,10.41,9.9,4,4,94524,1,0.07,1
CUST100908,37,Female,Married,Graduate,Salaried,330809,432289,12,10.79,2.7,2,0,97869,3,0.79,1
CUST100909,41,Male,Married,Graduate,Salaried,1340192,384543,12,8.96,17.7,0,3,161064,1,0.22,0
CUST100910,22,Male,Single,Diploma,Salaried,1410838,760686,24,9.61,13,0,5,63825,2,0.09,0
CUST100911,51,Female,Married,Diploma,Salaried,653285,488731,24,18.73,3.3,1,1,140594,3,0.19,1
CUST100912,23,Male,Married,Diploma,Self-Employed,1274678,433532,12,15.19,0.7,2,4,130475,3,0.38,1
CUST100913,19,Male,Single,Diploma,Salaried,992143,177255,36,20.34,2.8,3,1,45406,1,0.24,1
CUST100914,30,Male,Married,High School,Unemployed,685148,568912,24,23.89,12.2,3,1,143193,0,0.31,0
CUST100915,60,Female,Married,Diploma,Self-Employed,1433945,737875,60,18.72,3.6,5,4,123371,7,0.88,1
CUST100916,60,Female,Single,Diploma,Self-Employed,1096974,779072,48,9.28,4.5,2,3,145291,1,0.65,1
CUST100917,65,Male,Divorced,Diploma,Salaried,757506,498997,24,10.12,0.5,3,1,1617,5,0.66,1
CUST100918,28,Female,Married,Graduate,Self-Employed,642070,590993,12,22.16,14.5,1,2,43016,0,0.13,0
CUST100919,68,Male,Married,Post-Graduate,Salaried,227041,633614,36,16.68,16.2,4,1,181744,3,0.67,1
CUST100920,64,Female,Married,Graduate,Self-Employed,494368,439972,48,21.28,15.9,0,5,24276,0,0.68,0
CUST100921,40,Male,Married,High School,Salaried,445800,88369,24,21.78,2.6,2,4,72240,2,0.61,1
CUST100922,33,Male,Married,High School,Self-Employed,836438,221893,36,22.88,18.1,0,0,106292,4,0.24,1
CUST100923,48,Female,Married,Post-Graduate,Unemployed,601862,291733,36,23.22,13.4,4,1,186807,0,0.41,0
CUST100924,28,Male,Single,Diploma,Salaried,1244866,657300,36,17.1,18,2,3,17959,5,0.77,1
CUST100925,33,Female,Married,High School,Salaried,1225209,720146,12,13.79,8.9,4,2,28522,4,0.62,1
CUST100926,25,Female,Married,Graduate,Self-Employed,1289694,770046,60,23.41,8.7,3,2,187159,2,0.67,1
CUST100927,21,Male,Married,Graduate,Salaried,818961,667999,36,16.98,15.7,3,0,141025,5,0.55,1
CUST100928,57,Male,Single,Graduate,Self-Employed,1171690,96425,48,9.5,1.9,3,5,26567,6,0.43,1
CUST100929,21,Female,Married,Diploma,Salaried,932934,516297,24,18.46,10.4,4,0,191595,4,0.7,1
CUST100930,42,Male,Single,High School,Salaried,169768,560282,48,17.61,16.7,4,5,62708,6,0.11,1
CUST100931,20,Male,Single,Post-Graduate,Unemployed,1478848,131915,12,22.38,16.6,4,1,126206,2,0.62,1
CUST100932,49,Male,Single,Diploma,Self-Employed,1093069,405105,12,18.62,19.1,0,4,22560,4,0.9,1
CUST100933,20,Male,Single,Graduate,Self-Employed,203123,503414,48,13.91,14,4,3,58390,4,0.71,1
CUST100934,44,Male,Married,Graduate,Salaried,286405,124672,60,23.48,4.2,3,2,125772,1,0.3,1
CUST100935,46,Female,Married,Graduate,Self-Employed,123174,299349,12,20.93,0.4,1,0,199221,5,0.29,1
CUST100936,49,Female,Single,Diploma,Salaried,237769,338821,12,18.27,9.6,4,3,167732,7,0.62,1
CUST100937,67,Male,Married,Diploma,Self-Employed,417542,52930,48,13.04,10.3,1,5,45104,5,0.81,1
CUST100938,68,Male,Married,Graduate,Self-Employed,549145,93313,12,14.29,4.8,3,4,57805,0,0.54,0
CUST100939,36,Male,Married,Post-Graduate,Salaried,1303969,769211,60,18.88,2.5,4,2,24496,6,0.5,1
CUST100940,38,Female,Single,Post-Graduate,Salaried,886868,133153,60,9.62,11.7,0,2,91257,6,0.19,1
CUST100941,22,Male,Married,High School,Salaried,1355069,505725,60,12.48,15.3,0,5,3515,5,0.66,1
CUST100942,35,Female,Divorced,High School,Self-Employed,716923,252911,24,19.57,19.9,1,4,4454,5,0.65,1
CUST100943,45,Female,Married,Post-Graduate,Salaried,1048864,116058,60,15.94,15.2,5,2,22873,4,0.87,1
CUST100944,59,Female,Single,Graduate,Self-Employed,887166,107876,60,14.74,15.9,0,4,73920,6,0.31,1
CUST100945,39,Male,Single,Post-Graduate,Salaried,337070,629654,24,10.85,12.3,0,2,13727,3,0.69,1
CUST100946,38,Female,Married,High School,Self-Employed,519017,557691,36,15.35,19.7,0,1,128376,7,0.42,1
CUST100947,23,Male,Divorced,Graduate,Self-Employed,1051775,362196,12,20.45,12.8,3,5,69070,1,0.52,1
CUST100948,18,Female,Married,Graduate,Salaried,489359,792838,60,12.59,17.2,0,4,99059,7,0.74,1
CUST100949,22,Male,Married,Graduate,Salaried,1318632,281420,12,8.58,18.9,2,3,124564,0,0.24,0
CUST100950,58,Female,Single,Diploma,Salaried,994527,497843,48,18.86,18.6,4,1,117213,7,0.34,1
CUST100951,29,Male,Married,High School,Self-Employed,967374,355639,12,23.58,7.6,0,3,181051,1,0.71,0
CUST100952,43,Female,Married,Graduate,Self-Employed,263933,183004,24,17.91,1.6,5,5,25465,0,0.53,1
CUST100953,63,Male,Single,Diploma,Salaried,1267546,378234,12,10.36,3.4,5,2,184972,2,0.13,1
CUST100954,51,Male,Married,Diploma,Self-Employed,1250779,318845,12,13.47,1.2,0,3,59799,4,0.42,1
CUST100955,66,Male,Divorced,Post-Graduate,Salaried,1360895,416601,12,21.95,2.1,0,1,96129,5,0.55,1
CUST100956,31,Male,Single,Diploma,Salaried,1368749,796684,36,12.1,3.7,2,4,152402,5,0.82,1
CUST100957,43,Female,Married,Graduate,Unemployed,621946,601529,36,17.92,6.8,0,0,139374,3,0.21,0
CUST100958,62,Female,Single,High School,Salaried,796337,685727,48,14.74,10.9,0,3,107288,7,0.74,1
CUST100959,44,Male,Married,Graduate,Salaried,1386302,85030,24,11.72,14.2,4,0,12875,6,0.16,1
CUST100960,26,Female,Married,Post-Graduate,Salaried,994609,721865,12,21.11,4.2,5,5,27219,6,0.26,1
CUST100961,43,Male,Married,High School,Salaried,212172,184404,12,20.01,13.5,2,3,36182,1,0.26,0
CUST100962,64,Male,Married,High School,Salaried,790990,227397,12,18.75,14.1,5,3,173341,1,0.8,1
CUST100963,39,Female,Single,Diploma,Salaried,664344,499702,12,12.16,11.2,2,4,79781,1,0.22,0
CUST100964,64,Male,Divorced,High School,Self-Employed,1307030,438779,36,10.02,18.1,5,2,6457,6,0.72,1
CUST100965,47,Male,Married,Graduate,Salaried,1224315,125185,48,17.43,2.2,0,1,137821,5,0.44,1
CUST100966,60,Female,Single,Post-Graduate,Salaried,168639,56404,60,17.08,3.5,5,1,33064,6,0.9,1
CUST100967,65,Male,Married,Diploma,Salaried,573054,75182,24,11.42,8.6,5,1,140893,1,0.76,1
CUST100968,34,Male,Married,Diploma,Salaried,559257,315135,12,9.37,2.5,2,5,115256,4,0.68,1
CUST100969,43,Male,Single,Diploma,Self-Employed,907424,648889,48,9.75,11.3,1,2,98297,0,0.79,0
CUST100970,53,Male,Married,Graduate,Unemployed,716682,723023,60,23.89,8,2,0,138736,5,0.59,1
CUST100971,18,Female,Divorced,High School,Salaried,449801,666290,48,20.65,5.7,2,1,160353,4,0.77,1
CUST100972,25,Female,Single,Graduate,Self-Employed,933592,365992,36,22.79,3.4,2,0,162893,2,0.27,1
CUST100973,66,Female,Divorced,Graduate,Salaried,302447,245461,60,11.52,6.7,3,2,155719,7,0.13,1
CUST100974,52,Male,Single,Graduate,Salaried,468586,628434,48,23.39,12.2,3,5,69918,4,0.57,1
CUST100975,69,Male,Single,High School,Salaried,794932,508195,36,10.71,11.5,3,2,90179,7,0.42,1
CUST100976,32,Female,Single,Graduate,Salaried,500069,592285,48,16.39,3.3,2,4,74944,4,0.41,1
CUST100977,64,Male,Married,High School,Salaried,124136,551458,48,21.36,2.5,1,1,89142,2,0.5,1
CUST100978,39,Male,Married,High School,Self-Employed,181868,164375,60,13.92,0.5,2,5,27603,4,0.36,1
CUST100979,31,Male,Single,Post-Graduate,Salaried,464407,353887,36,15.08,0.2,0,4,46458,0,0.58,0
CUST100980,43,Male,Married,Graduate,Unemployed,938599,491068,12,10.49,17.6,1,1,70605,5,0.08,1
CUST100981,45,Female,Married,High School,Salaried,230957,55187,24,10.41,0.9,3,2,19623,7,0.87,1
CUST100982,40,Female,Single,High School,Salaried,659767,740394,60,18.1,14.6,5,2,44440,3,0.84,1
CUST100983,31,Female,Married,High School,Self-Employed,239392,677253,36,18.97,17.4,5,3,82427,6,0.84,1
CUST100984,41,Male,Married,Diploma,Salaried,780183,689113,48,20.55,2,4,3,138776,2,0.36,1
CUST100985,19,Female,Married,High School,Salaried,900516,58090,36,17.13,8.7,1,2,93826,7,0.5,1
CUST100986,62,Female,Divorced,High School,Self-Employed,1370104,489984,24,18.51,19.2,3,2,27460,5,0.86,1
CUST100987,43,Male,Married,Diploma,Unemployed,926017,797766,24,8.71,16.7,1,0,110373,1,0.82,1
CUST100988,31,Male,Divorced,Graduate,Self-Employed,1403423,338174,12,11.01,9.8,1,0,137637,7,0.72,1
